sample,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70#0,feature_71#0,feature_72#0,feature_73#0,feature_74#0,feature_75#0,feature_76#0,feature_77#0,feature_78#0,feature_79#0,feature_80#1,feature_81#1,feature_82#1,feature_83#1,feature_84#1,feature_85#1,feature_86#1,feature_87#1,feature_88#1,feature_89#1,feature_90#2,feature_91#2,feature_92#2,feature_93#2,feature_94#2,feature_95#2,feature_96#2,feature_97#2,feature_98#2,feature_99#2,status
sample_21,0.76745778,0.395032008,0.575720881,0.112003487,0.284936409,0.362379179,0.769452701,0.336753035,0.143508025,0.676469002,0.275365935,0.085514755,0.594044695,0.376492032,0.058118874,0.429549652,0.798928037,0.008195182,0.173651183,0.14667121,0.542979047,0.726139606,0.086612404,0.671480671,0.055319975,0.40301849,0.32276281,0.925075286,0.748054269,0.532043351,0.276482268,0.153349794,0.379828739,0.749562579,0.670324935,0.858849014,0.753068459,0.433079293,0.114738055,0.0158996,0.068090135,0.811905185,0.23118535,0.653109248,0.490052666,0.581417084,0.025132934,0.211158485,0.747176689,0.813389039,0.558121923,0.704108339,0.875558877,0.79786935,0.67409216,0.383083335,0.526123634,0.766534348,0.019099414,0.969808252,0.537048638,0.903598683,0.647034498,0.151175283,0.42774006,0.621296854,0.45819327,0.043868817,0.376497413,0.216805347,0.782494258,0.689393685,0.671100777,0.176657275,0.4806518,0.235635078,0.310959851,0.808438151,0.146120405,0.502522692,0.866567498,0.588336318,0.990913606,0.181228189,0.255783629,0.684639259,0.928086851,0.287803708,0.820703477,0.926555108,0.978369735,0.663321182,0.961839591,0.975954446,0.846172127,0.118077006,0.647491764,0.219430176,0.186632098,0.832640402,0
sample_22,0.886233855,0.471921071,0.325312981,0.55531468,0.184265068,0.222636247,0.713893807,0.157031473,0.86185133,0.971824253,0.146160619,0.940539163,0.548145994,0.69532956,0.952064547,0.0777088,0.198454063,0.439826032,0.645733707,0.963697777,0.136112229,0.722707045,0.359128608,0.541687324,0.470868967,0.759148641,0.224386786,0.122633453,0.753476166,0.944673804,0.937379041,0.783939055,0.538172404,0.665615238,0.79671117,0.235796166,0.142488929,0.201382204,0.265499406,0.493203703,0.801228704,0.392323776,0.825849645,0.277614432,0.341167505,0.718611535,0.733427273,0.144722341,0.935781793,0.938942682,0.031676462,0.178477525,0.121320173,0.857899643,0.8965252,0.688912149,0.773780544,0.226598113,0.718536907,0.930786726,0.650294191,0.275694496,0.344381396,0.654614096,0.755002882,0.265395013,0.807480159,0.803484704,0.933701742,0.616671651,0.132727801,0.521933047,0.573708175,0.682843736,0.360478204,0.446021608,0.082191877,0.171610213,0.320077749,0.492063238,0.13788342,0.559004163,0.64193616,0.730734772,0.512376914,0.374073663,0.712592976,0.845757765,0.902704936,0.593016295,0.381413809,0.375656978,0.910200749,0.996232262,0.803556037,0.834491527,0.229952197,0.48286642,0.690090496,0.821053206,0
sample_23,0.179130826,0.482943398,0.92660988,0.571154194,0.520397933,0.200762662,0.764390259,0.597729629,0.492437521,0.633382589,0.81204186,0.805249611,0.291472767,0.471038459,0.957446668,0.296525735,0.619150379,0.782806724,0.372764368,0.914376129,0.764600918,0.518161991,0.472337797,0.568106766,0.363390015,0.369100209,0.520155182,0.721552933,0.290073785,0.050788013,0.094446817,0.254193186,0.795196448,0.20538021,0.628951015,0.94583626,0.499855877,0.282161333,0.46599682,0.835025959,0.920635311,0.44406612,0.344587402,0.685766553,0.957100411,0.123700555,0.489478662,0.147445744,0.123882266,0.367043307,0.67417579,0.086298891,0.781215885,0.881298535,0.397478462,0.078031173,0.946124642,0.895835488,0.038302319,0.523133146,0.343713296,0.807605574,0.357793605,0.427644602,0.750797461,0.972751075,0.486466499,0.307068704,0.935916692,0.960715158,0.498230098,0.087288678,0.686320827,0.830800255,0.909952746,0.229143989,0.503633687,0.274250314,0.878894921,0.694525354,0.177756392,0.768299346,0.913042982,0.968245403,0.620774349,0.746096871,0.222347417,0.194774569,0.14890083,0.003692911,0.051803182,0.564784944,0.480443601,0.948648079,0.483518228,0.277745941,0.774573036,0.367485882,0.02208083,0.090833737,0
sample_24,0.43988113,0.586896299,0.13239797,0.921940423,0.301209996,0.672598986,0.908787919,0.888499144,0.939959409,0.26297278,0.576446702,0.839583023,0.935569773,0.993752285,0.24140209,0.344225439,0.438668341,0.939447957,0.221365551,0.057248233,0.269535292,0.600107258,0.985876514,0.051777784,0.143385123,0.864638287,0.448526637,0.364483051,0.069367936,0.019535331,0.298481969,0.136292954,0.636323974,0.938147774,0.464006971,0.927340219,0.136745438,0.952432157,0.506762352,0.189531254,0.594895994,0.310322345,0.231987079,0.947211756,0.355588438,0.14959334,0.154492872,0.519852573,0.691486626,0.464055573,0.631052969,0.772206521,0.59218554,0.557823711,0.981137537,0.835064601,0.99617396,0.501721549,0.598670832,0.65630221,0.30939287,0.224923148,0.226073044,0.26547915,0.155651044,0.376297697,0.633360187,0.996016608,0.927634541,0.365969248,0.541228446,0.024115974,0.832045583,0.864974581,0.688248814,0.170687682,0.125873469,0.650303099,0.204925616,0.377426225,0.368164954,0.527715249,0.176874448,0.930602722,0.637653964,0.556017446,0.430520667,0.949487544,0.819314248,0.934902881,0.344575398,0.416581315,0.82177856,0.994630277,0.428123115,0.501231415,0.12161114,0.574920633,0.279898764,0.095396012,0
sample_25,0.679216013,0.214249388,0.15007213,0.771286916,0.566389068,0.757677621,0.995383142,0.1139874,0.056075301,0.737856963,0.537523877,0.5153362,0.586868455,0.711310058,0.880561839,0.745962316,0.076686447,0.240930237,0.310804321,0.789110175,0.903677943,0.820546003,0.948204305,0.027682187,0.076054536,0.952038755,0.849068897,0.930145003,0.49597369,0.352726776,0.454086967,0.808115675,0.183447057,0.637150753,0.404131429,0.786518678,0.327990757,0.992584273,0.161629859,0.743968609,0.178823366,0.330578198,0.583165466,0.96758937,0.155220278,0.07831892,0.454593526,0.364395406,0.228196141,0.938732972,0.672945892,0.280187315,0.712289014,0.263570912,0.484539084,0.28760289,0.260551584,0.1945916,0.053951471,0.630043739,0.595699324,0.257528085,0.264212384,0.847039836,0.48653123,0.70731456,0.761829452,0.76363231,0.971000755,0.652602693,0.505486802,0.770553027,0.689282413,0.22991665,0.384522876,0.782181835,0.221653317,0.650255883,0.850355049,0.590187701,0.761939071,0.25565649,0.82113693,0.791080558,0.060510485,0.19198525,0.011045181,0.813922445,0.381694351,0.76296667,0.991724033,0.699216591,0.393336605,0.79567441,0.744607911,0.157566133,0.278672098,0.822530519,0.257976871,0.539337318,0
sample_26,0.408439864,0.401188449,0.054674482,0.421457978,0.034656861,0.748185059,0.592400587,0.915454298,0.522388707,0.465358681,0.717589,0.334043721,0.54565371,0.754959269,0.135830748,0.117600875,0.959905584,0.894266875,0.145379981,0.047685431,0.795134981,0.157707895,0.058749682,0.576952314,0.80819307,0.915514384,0.305813684,0.893543559,0.012911677,0.423927911,0.718453583,0.68285303,0.635648131,0.727849884,0.607677681,0.17653147,0.747828406,0.599508631,0.534083333,0.607024828,0.014276347,0.493949969,0.831077642,0.889520314,0.380611618,0.285552803,0.998870616,0.679160516,0.140010097,0.607240075,0.215340355,0.083070945,0.843493895,0.450427731,0.895166658,0.812962819,0.728578399,0.037529496,0.750709144,0.383022988,0.990375789,0.438610271,0.086389795,0.701325421,0.150837843,0.31437593,0.469882771,0.637998748,0.240131271,0.074541747,0.28789539,0.565704693,0.262170191,0.631636705,0.496875959,0.046800625,0.161186709,0.990542666,0.101492237,0.636102557,0.24154027,0.753206017,0.45882895,0.414558314,0.109085036,0.084103761,0.719626543,0.029809771,0.667844969,0.821391035,0.372668126,0.976471739,0.124170027,0.152253342,0.010869501,0.898294142,0.266485226,0.043839292,0.032044251,0.552178671,0
sample_27,0.030649681,0.475878959,0.399769127,0.414702367,0.547568551,0.896482904,0.982026082,0.479869171,0.788115706,0.308081171,0.995074073,0.7774638,0.022256676,0.308823479,0.446766138,0.71330622,0.486519688,0.599313531,0.01589302,0.844359504,0.061701994,0.908169721,0.539881728,0.195777235,0.014014754,0.361306613,0.625583485,0.025424661,0.064360627,0.685769776,0.87004217,0.380575845,0.30018862,0.322838137,0.197656045,0.178272484,0.136577077,0.226730759,0.919733725,0.67567235,0.727759787,0.884949453,0.903418668,0.013312669,0.21556243,0.230367554,0.990026904,0.106675671,0.469623847,0.242596657,0.838417849,0.30380968,0.954210159,0.572991408,0.558368162,0.260682563,0.398783323,0.556482098,0.99288299,0.991110848,0.826985218,0.526513892,0.627051631,0.055382298,0.177464844,0.067057769,0.504537814,0.586177893,0.256561465,0.19298856,0.766690339,0.624108447,0.221519194,0.073062922,0.968932386,0.898239646,0.738245438,0.068824537,0.947872293,0.908019001,0.069058777,0.28884555,0.950503351,0.885486345,0.207562064,0.037253384,0.685135929,0.358804564,0.57509421,0.565008284,0.899628698,0.957469316,0.444018175,0.464869486,0.961301001,0.425436268,0.83657794,0.071204348,0.379921179,0.568094099,0
sample_28,0.381219331,0.869234194,0.746553493,0.812724826,0.469319636,0.26258894,0.889798597,0.427541112,0.970288136,0.143149115,0.507567382,0.554493181,0.357133718,0.924698546,0.503480741,0.875165503,0.732101103,0.450036871,0.927646443,0.136017745,0.528897557,0.360965828,0.452789402,0.7314006,0.912440399,0.133116869,0.458205111,0.697697388,0.049444479,0.415411134,0.093083698,0.957182172,0.06395272,0.2672121,0.437186362,0.135443411,0.706666978,0.13071272,0.127769173,0.11844489,0.487597311,0.017545678,0.725381917,0.604414405,0.23329316,0.151450816,0.433831067,0.604923384,0.88886578,0.647233824,0.502276594,0.327384364,0.328820504,0.127160203,0.104928145,0.076216259,0.560036579,0.954711179,0.292829831,0.628854067,0.457240236,0.979116541,0.697828168,0.776837872,0.676585218,0.792845224,0.758850025,0.143637093,0.671146075,0.852952362,0.251794133,0.436687688,0.105466439,0.575064711,0.956680463,0.556123777,0.905252672,0.220336138,0.559247056,0.571774454,0.565859412,0.14386463,0.507618197,0.774475882,0.698183066,0.958974417,0.037324008,0.862527563,0.105924902,0.466639716,0.084095725,0.663494982,0.011842042,0.692953923,0.534891763,0.682424056,0.91930628,0.651162241,0.40344363,0.160576317,1
sample_29,0.994771416,0.503491222,0.739447439,0.071932064,0.863785496,0.358070457,0.054813031,0.900040588,0.864938264,0.932309742,0.027080962,0.150817576,0.144292671,0.084030164,0.681835703,0.131296187,0.997370758,0.560139556,0.37633728,0.826082975,0.370411487,0.357648474,0.409179405,0.311587486,0.905469089,0.582748997,0.38272858,0.884332689,0.103726281,0.367141107,0.782492939,0.958352929,0.649455981,0.433154065,0.611512841,0.193094398,0.16828093,0.301261596,0.072692625,0.622296199,0.624491611,0.886378194,0.540954351,0.504515892,0.12323194,0.422080568,0.831821975,0.500863251,0.627386634,0.63713232,0.768363868,0.391515228,0.503591904,0.511855467,0.93566712,0.571097022,0.480823116,0.38380945,0.611832253,0.942183392,0.371272093,0.91463703,0.039706229,0.59730147,0.966778745,0.891763044,0.294397492,0.624206548,0.753027695,0.653460854,0.067996505,0.291012077,0.861649516,0.832286808,0.215330502,0.100081254,0.009471193,0.039867521,0.254126534,0.761971318,0.111079594,0.138880886,0.634738509,0.447698591,0.970555333,0.991231279,0.287988019,0.930928429,0.862581028,0.238291813,0.561637739,0.775958514,0.740500568,0.375441773,0.046540665,0.639508178,0.205886846,0.547501718,0.215851957,0.037348798,0
sample_30,0.910421222,0.629531548,0.97213994,0.99626746,0.658064009,0.475166111,0.904554011,0.875475358,0.51043779,0.733818826,0.237482365,0.690126,0.449635698,0.945256749,0.750562035,0.794822643,0.009733086,0.653680311,0.537798832,0.053597811,0.056773792,0.270507564,0.119555164,0.7882988,0.865616869,0.036753392,0.749767355,0.880548782,0.814992164,0.99945882,0.342231034,0.679220239,0.172303253,0.265957877,0.726504489,0.263349932,0.575406759,0.658147241,0.554055169,0.522516787,0.777816,0.503271936,0.164466954,0.777533672,0.380811232,0.897315929,0.62898564,0.254594381,0.717039565,0.477336558,0.31343138,0.52393486,0.714340596,0.59464442,0.300838976,0.059211293,0.587975639,0.695325143,0.480877676,0.81214611,0.978467955,0.566201451,0.087670863,0.349538943,0.754776685,0.71824459,0.996100973,0.136766835,0.778885839,0.92570144,0.747332116,0.939646182,0.424679875,0.370603229,0.617118778,0.42040747,0.389717991,0.313091585,0.494083286,0.325081564,0.562161764,0.767883377,0.798009639,0.794475757,0.542273829,0.934572878,0.810757623,0.327897834,0.671531404,0.503204246,0.304154747,0.524220994,0.755486225,0.659831372,0.415640931,0.507411916,0.6657999,0.809474852,0.782372568,0.680063233,1
sample_31,0.379832789,0.799896783,0.472845922,0.683537362,0.784607962,0.259895289,0.399373848,0.904848443,0.773758217,0.070580209,0.56947571,0.058526037,0.406029545,0.881579769,0.206498486,0.053395894,0.682711941,0.179715624,0.871293384,0.109197359,0.502034592,0.317641065,0.252047252,0.515561414,0.709878008,0.220261464,0.914121345,0.368660483,0.983110297,0.889258209,0.371149666,0.950585733,0.732318996,0.490583868,0.914854078,0.737777362,0.367496994,0.202901672,0.566350091,0.62105163,0.344770591,0.336804297,0.207815344,0.331354113,0.126065909,0.182764995,0.125452818,0.161088348,0.252990129,0.998983872,0.730739368,0.262671615,0.837896389,0.463058788,0.311963078,0.686333645,0.897529871,0.817981196,0.354494974,0.014228105,0.497720126,0.083354599,0.573449904,0.900584909,0.405290026,0.989531232,0.960379187,0.600479017,0.925276175,0.453002001,0.229938385,0.086883236,0.305431806,0.442674291,0.813110825,0.750559758,0.812214667,0.953350774,0.562673186,0.154790715,0.606833554,0.986414642,0.78983445,0.395566818,0.028243292,0.843132775,0.1628545,0.570566763,0.217964467,0.784254919,0.109890033,0.73053814,0.280249398,0.988328203,0.734454256,0.904947931,0.004521545,0.613915224,0.350491536,0.023481235,1
sample_32,0.141638577,0.422675758,0.261961607,0.348742735,0.045073528,0.001446248,0.754074703,0.692968382,0.695399394,0.155555267,0.310135857,0.93320512,0.179616463,0.009701555,0.728749485,0.411033359,0.384805067,0.095151743,0.459225325,0.896973301,0.608630084,0.518305817,0.127146434,0.62316161,0.788006672,0.881885186,0.053489826,0.559697628,0.713060006,0.164903851,0.211098137,0.45764019,0.856510402,0.522095151,0.468258013,0.950677759,0.291344386,0.43303326,0.354148274,0.163785474,0.356953205,0.010152992,0.162837671,0.906247857,0.726039653,0.274941789,0.009537082,0.989045944,0.210365029,0.749361162,0.877566075,0.041756765,0.39104305,0.177588247,0.502139608,0.372194708,0.195633435,0.799941423,0.079137839,0.98860795,0.003627266,0.033401077,0.512689517,0.900906146,0.133546931,0.077031904,0.132732787,0.794779087,0.597245436,0.494640591,0.50393226,0.723748107,0.072970058,0.874755202,0.000124331,0.423917089,0.717819119,0.144189631,0.092273092,0.751825395,0.632630834,0.95491061,0.482276325,0.825751243,0.944216768,0.160977657,0.505804899,0.816353683,0.243987627,0.266873013,0.467838438,0.477133665,0.738428689,0.913924766,0.209109382,0.746262123,0.090341932,0.798672663,0.270668255,0.013052077,1
sample_33,0.478404125,0.379398933,0.582984109,0.54500679,0.59875596,0.225172803,0.848012381,0.519000176,0.935282884,0.048318681,0.698246741,0.515278756,0.407821498,0.011266149,0.767574607,0.650465221,0.96523679,0.144026566,0.49692804,0.97106943,0.798965216,0.015402289,0.535941632,0.898242477,0.737392006,0.796667695,0.07951567,0.193522115,0.018441407,0.533122637,0.13398639,0.637159264,0.537032725,0.667225264,0.414780421,0.763604575,0.068396418,0.019109866,0.129515939,0.762368654,0.979835096,0.617277309,0.221765892,0.804075534,0.406112181,0.246539769,0.9387308,0.1395106,0.879255101,0.067350884,0.718810412,0.104414,0.349104269,0.124484583,0.687592452,0.243751289,0.774523832,0.281985144,0.994333239,0.554847964,0.410565049,0.510200395,0.513121133,0.636305775,0.144789546,0.679869101,0.93358127,0.168163181,0.760536479,0.302029197,0.894052448,0.981657005,0.299384738,0.150819792,0.750110381,0.033882027,0.066845584,0.307195723,0.092014249,0.139454195,0.468436093,0.01267607,0.735801483,0.927610927,0.7232854,0.451415233,0.470530979,0.115875428,0.01660633,0.296616526,0.974067283,0.440874839,0.958040945,0.225771903,0.727412034,0.510474242,0.428795968,0.285378818,0.696896487,0.944907458,0
sample_34,0.226313468,0.631296018,0.155281123,0.541445159,0.455796046,0.63793538,0.449990216,0.498077513,0.057996581,0.283661937,0.266887959,0.74074345,0.296162793,0.329714707,0.689731874,0.606362748,0.765254827,0.22406621,0.082886777,0.327525356,0.550446011,0.708313849,0.865740352,0.402697803,0.455492582,0.585453298,0.616174422,0.895258517,0.638834511,0.624851073,0.903361772,0.697194012,0.02487528,0.496087024,0.891091572,0.432133903,0.713018804,0.177292995,0.051176266,0.589193929,0.357601035,0.108702485,0.483691579,0.070763727,0.883782268,0.009805469,0.640292706,0.545039811,0.369243093,0.185596668,0.341350925,0.971195133,0.549791596,0.751794523,0.238070333,0.506534899,0.189004543,0.582414552,0.995460517,0.891056381,0.008139392,0.906695263,0.461070214,0.52481723,0.57138551,0.387127753,0.503857298,0.133472189,0.527232872,0.970738152,0.231516829,0.413890361,0.349491224,0.08397062,0.123172951,0.212597796,0.767557564,0.012669142,0.516691145,0.914630894,0.845778017,0.511336429,0.966526358,0.695732208,0.299127881,0.870651688,0.843485563,0.889313638,0.698215603,0.215508949,0.679334754,0.961719393,0.228207941,0.058347049,0.619708273,0.241834124,0.113484337,0.736582612,0.387213049,0.743085938,1
sample_35,0.644596885,0.657093238,0.638282457,0.486896098,0.874401524,0.532830472,0.524640014,0.134221304,0.985898273,0.317038255,0.793421019,0.078823265,0.927169725,0.96417519,0.653495889,0.567791636,0.396500955,0.174589888,0.622685739,0.281120754,0.196504986,0.805896296,0.567027861,0.719869282,0.501882456,0.322335536,0.360941765,0.27186114,0.889795954,0.222446896,0.563170092,0.426637618,0.753099696,0.152406971,0.672690674,0.090895655,0.308481583,0.757941094,0.726632407,0.428818602,0.328024681,0.117046267,0.443728757,0.543754833,0.758044151,0.223764497,0.110255718,0.110284007,0.215155342,0.2098978,0.512308443,0.067999981,0.274464521,0.721966591,0.843499055,0.670273892,0.020372702,0.634303612,0.953327555,0.133678074,0.335732347,0.940393885,0.196301255,0.346760175,0.159636153,0.408843291,0.468124017,0.675493307,0.714708778,0.814319264,0.178216874,0.393496932,0.715737218,0.315225596,0.180921722,0.872220519,0.608001964,0.162761859,0.601619864,0.766032451,0.629584439,0.920400959,0.951673082,0.005064106,0.207406541,0.59652525,0.011999986,0.474610509,0.191537408,0.976633661,0.094989161,0.832484774,0.382429215,0.693562023,0.802674781,0.075758978,0.958928588,0.657827174,0.577862235,0.96008033,0
sample_36,0.541281427,0.843094777,0.709538981,0.160456676,0.423739451,0.50055811,0.651049142,0.486834981,0.223563855,0.638357422,0.544585593,0.354868073,0.346159022,0.576452668,0.384799148,0.984982338,0.592002809,0.553519715,0.781269349,0.785792716,0.849505382,0.69298351,0.929742349,0.478156641,0.697478957,0.507844833,0.161725036,0.241793737,0.892454525,0.955424391,0.921171403,0.83116073,0.495181756,0.059556362,0.77478376,0.583574056,0.589373007,0.934391236,0.259772102,0.555265212,0.204555091,0.161785306,0.319316174,0.396909398,0.794331935,0.626132041,0.932203452,0.643004137,0.328037373,0.883638143,0.670359972,0.253417695,0.565491599,0.634839413,0.532077564,0.643313195,0.023168276,0.196821332,0.094695845,0.341585899,0.799029595,0.710713463,0.487604837,0.194966932,0.177874609,0.209001974,0.158619976,0.010396029,0.606673351,0.300822642,0.449894641,0.522073345,0.064136069,0.66628425,0.613692221,0.796589388,0.259439129,0.843848849,0.051425569,0.034736866,0.050575572,0.518716118,0.668108036,0.151500428,0.578135598,0.052398258,0.503204393,0.871433564,0.545730771,0.747690265,0.904675365,0.13129003,0.095583383,0.763967159,0.119857125,0.907077636,0.745935536,0.276197713,0.095923842,0.911296927,1
